,listing_id,month,price
124460,653459,7,240.0
125144,653459,11,210.0
125150,653459,12,210.0
125302,740995,11,119.0
125308,740995,12,119.0
125711,741043,1,599.0
125740,741043,2,599.0
125930,741043,3,599.0
126067,741043,4,699.0
126128,741043,6,599.0
126271,654931,3,117.0
126362,654931,6,117.0
126376,741043,7,599.0
126437,741043,9,599.0
126468,741043,10,599.0
126498,741043,11,607.0
126504,741043,12,599.0
126527,654931,7,138.0
126558,654931,8,117.0
126588,654931,9,117.0
126621,654931,10,138.0
126651,654931,11,117.0
126657,654931,12,117.0
126714,741398,1,200.0
126915,741398,3,175.0
126976,741398,5,175.0
127128,575615,7,250.0
127351,655216,1,125.0
127380,655216,2,126.0
127411,655216,3,117.0
127550,655216,4,117.0
127581,655216,5,175.0
127611,655216,6,117.0
127673,655216,8,117.0
127703,655216,9,117.0
127734,655216,10,117.0
127764,655216,11,117.0
127770,655216,12,117.0
128307,579851,2,149.0
128338,579851,3,149.0
128427,742160,11,900.0
128433,742160,12,900.0
128929,742634,1,150.0
128958,742634,2,150.0
128989,742634,3,150.0
129119,742634,4,150.0
129205,742634,5,150.0
129235,742634,6,150.0
129266,742634,7,150.0
129297,742634,8,150.0
129361,658049,1,125.0
129390,658049,2,160.0
129558,658049,3,160.0
129588,658049,4,160.0
129619,658049,5,220.0
129649,658049,6,160.0
129670,742634,9,150.0
129701,742634,10,150.0
129731,742634,11,150.0
129737,742634,12,150.0
129836,744158,1,260.0
129927,658049,7,160.0
129959,744158,2,260.0
129990,744158,3,260.0
130020,744158,4,350.0
130051,744158,5,350.0
130081,744158,6,350.0
130112,744158,7,350.0
130160,658049,8,160.0
130190,658049,9,160.0
130221,658049,10,160.0
130284,658049,11,160.0
130290,658049,12,160.0
130469,744158,8,350.0
131154,582028,1,105.0
131191,744386,2,260.0
131247,582028,2,105.0
131336,744386,3,260.0
131366,744386,4,350.0
131397,744386,5,350.0
131427,744386,6,350.0
131474,582028,3,105.0
131504,582028,4,105.0
131535,582028,5,105.0
131565,582028,6,105.0
131707,744386,7,350.0
131738,744386,8,350.0
131915,744520,1,260.0
131944,744520,2,260.0
132094,582028,7,105.0
132125,582028,8,105.0
132245,744520,3,260.0
132275,744520,4,350.0
132306,744520,5,350.0
132336,744520,6,350.0
132367,744520,7,350.0
132553,582030,1,165.0
132582,582030,2,165.0
132647,582030,3,165.0
132677,582030,4,165.0
132708,582030,5,165.0
132738,582030,6,165.0
132843,744574,2,260.0
132874,744574,3,260.0
132979,663697,3,350.0
133009,582030,7,165.0
133040,582030,8,165.0
133070,582030,9,165.0
133101,582030,10,165.0
133131,582030,11,165.0
133137,582030,12,165.0
133237,663697,4,350.0
133268,663697,5,350.0
133298,663697,6,350.0
133360,663697,8,350.0
133390,663697,9,350.0
133421,663697,10,350.0
133451,663697,11,350.0
133457,663697,12,350.0
133463,744574,4,350.0
133494,744574,5,350.0
133524,744574,6,350.0
133555,744574,7,350.0
133586,744574,8,350.0
133875,664697,1,87.0
133904,664697,2,87.0
134120,664697,3,87.0
134150,664697,4,87.0
134181,664697,5,87.0
134375,744659,1,120.0
134682,744659,2,120.0
134713,744659,3,115.0
134743,744659,4,115.0
134774,744659,5,115.0
134804,744659,6,115.0
134835,744659,7,120.0
134866,744659,8,115.0
134896,744659,9,115.0
134941,664697,6,87.0
134972,664697,7,87.0
135003,664697,8,87.0
135033,664697,9,87.0
135394,744659,10,120.0
135424,744659,11,115.0
135430,744659,12,115.0
135438,664697,10,87.0
135468,664697,11,87.0
135474,664697,12,87.0
136294,667305,1,160.0
136323,667305,2,160.0
136354,667305,3,140.0
136384,667305,4,140.0
136415,667305,5,140.0
136445,667305,6,140.0
136476,667305,7,160.0
136507,667305,8,140.0
136537,667305,9,140.0
136568,667305,10,160.0
136598,667305,11,140.0
136604,667305,12,140.0
137297,588020,3,360.0
137327,588020,4,360.0
137358,588020,5,420.0
137388,588020,6,360.0
137603,588020,8,380.0
137633,588020,9,360.0
137664,588020,10,360.0
137694,588020,11,360.0
137700,588020,12,360.0
138794,747847,8,60.0
139315,747847,11,60.0
139722,669729,1,129.0
139751,669729,2,129.0
139782,669729,3,129.0
139812,669729,4,129.0
139843,669729,5,129.0
139873,669729,6,129.0
139904,669729,7,131.0
139935,669729,8,136.0
139965,669729,9,141.0
140055,779175,1,90.0
140081,669729,10,148.0
140111,669729,11,149.0
140117,669729,12,149.0
140127,779175,2,90.0
140235,670745,2,265.0
140390,670745,3,245.0
140420,670745,4,245.0
140451,670745,5,245.0
140481,670745,6,245.0
140662,670745,7,265.0
140693,670745,8,245.0
140723,670745,9,245.0
140754,670745,10,265.0
140784,670745,11,245.0
140790,670745,12,245.0
141162,779175,11,80.0
141168,779175,12,80.0
141722,779225,1,500.0
144172,754524,1,199.0
144201,754524,2,199.0
144232,754524,3,199.0
144262,754524,4,189.0
144293,754524,5,189.0
144381,754524,6,149.0
144412,754524,7,149.0
144443,754524,8,149.0
144473,754524,9,149.0
144504,754524,10,149.0
144534,754524,11,149.0
144540,754524,12,149.0
144941,754613,1,250.0
144970,754613,2,250.0
145001,754613,3,250.0
145062,754613,5,300.0
145814,754769,1,220.0
145843,754769,2,220.0
146029,754769,3,220.0
146059,754769,4,220.0
146090,754769,5,220.0
146787,683431,1,85.0
146816,683431,2,85.0
146847,683431,3,85.0
146877,683431,4,85.0
146908,683431,5,85.0
147384,685990,1,58.0
147413,685990,2,65.0
147444,685990,3,62.0
147474,685990,4,65.0
147505,685990,5,65.0
147535,685990,6,65.0
147566,685990,7,75.0
147597,685990,8,70.0
147627,685990,9,65.0
147658,755431,1,140.0
147718,755431,3,140.0
147779,755431,5,140.0
147834,685990,10,65.0
147864,685990,11,65.0
147870,685990,12,65.0
148276,755431,9,140.0
148307,755431,10,140.0
148337,755431,11,140.0
148343,755431,12,140.0
149701,689623,8,120.0
149731,689623,9,120.0
149762,689623,10,120.0
150532,690757,1,185.0
150561,690757,2,185.0
150592,690757,3,185.0
150759,690757,4,185.0
150790,690757,5,185.0
150820,690757,6,185.0
150851,690757,7,225.0
151016,690757,8,185.0
151046,690757,9,185.0
151077,690757,10,185.0
151319,690757,11,185.0
151325,690757,12,185.0
151537,759060,1,369.0
151566,759060,2,369.0
151666,692906,2,150.0
152031,693432,2,250.0
152062,693432,3,250.0
152092,693432,4,250.0
152153,693432,6,250.0
152231,759060,3,339.0
152261,759060,4,895.0
152292,759060,5,895.0
152402,759060,7,895.0
152552,693432,9,250.0
152583,693432,10,250.0
152613,693432,11,250.0
152619,693432,12,250.0
152657,782254,1,399.0
152727,782254,2,399.0
152758,782254,3,399.0
152788,782254,4,399.0
152819,782254,5,399.0
153034,693675,4,95.0
153230,782254,6,399.0
153261,782254,7,399.0
153292,782254,8,399.0
153322,782254,9,399.0
153353,782254,10,399.0
153383,782254,11,399.0
153389,782254,12,399.0
153740,759299,11,225.0
153837,759402,1,218.0
153866,759402,2,218.0
154102,694850,1,90.0
154131,694850,2,90.0
154342,759402,11,231.0
154348,759402,12,231.0
154369,694850,3,80.0
154437,694850,5,80.0
155884,761411,1,50.0
155913,761411,2,59.0
156058,761411,3,56.0
156095,761411,4,56.0
156126,761411,5,56.0
156156,761411,6,56.0
156234,761411,7,59.0
156265,761411,8,56.0
156298,761411,9,56.0
156329,761411,10,59.0
156359,761411,11,56.0
156365,761411,12,56.0
156368,696113,4,179.0
156460,696113,7,179.0
156634,768274,1,275.0
156663,768274,2,275.0
156694,768274,3,225.0
156724,768274,4,225.0
156755,768274,5,225.0
156785,768274,6,225.0
156883,768274,7,275.0
156914,768274,8,225.0
156944,768274,9,225.0
156975,768274,10,275.0
157005,768274,11,225.0
157011,768274,12,225.0
157035,785432,2,200.0
157066,785432,3,200.0
157147,768737,1,109.0
157176,768737,2,109.0
157281,785432,5,200.0
157373,785432,8,200.0
157403,785432,9,200.0
157434,785432,10,200.0
157464,785432,11,200.0
157470,785432,12,200.0
157775,768737,3,109.0
158022,768737,11,109.0
159671,771343,4,96.0
159702,771343,5,125.0
159745,870342,1,110.0
159774,870342,2,110.0
159805,870342,3,110.0
159853,870342,4,110.0
159884,870342,5,110.0
159914,870342,6,110.0
160125,870342,7,110.0
160156,870342,8,110.0
160186,870342,9,110.0
160217,870342,10,110.0
160247,870342,11,110.0
160253,870342,12,110.0
160339,771758,1,40.0
160368,771758,2,50.0
160383,789630,1,125.0
160443,789630,3,175.0
160473,789630,4,200.0
160504,789630,5,175.0
160536,771758,3,55.0
160566,771758,4,70.0
160597,771758,5,75.0
160627,771758,6,80.0
160658,771758,7,80.0
160689,771758,8,80.0
160719,771758,9,70.0
160750,771758,10,65.0
160780,771758,11,55.0
160786,771758,12,55.0
160805,789630,6,175.0
160897,789630,9,125.0
160928,789630,10,125.0
160958,789630,11,125.0
160964,789630,12,125.0
161067,789743,1,300.0
161096,789743,2,300.0
161286,789743,3,260.0
161556,874057,1,250.0
161585,874057,2,250.0
161791,789743,12,260.0
162486,874076,1,135.0
162786,874076,2,135.0
162966,874076,5,135.0
162996,874076,6,135.0
163027,874076,7,135.0
163058,874076,8,135.0
163180,775655,1,118.0
163209,775655,2,118.0
163240,775655,3,118.0
163452,793499,7,220.0
163645,775655,6,118.0
163674,874076,9,135.0
163705,874076,10,135.0
163735,874076,11,135.0
163741,874076,12,135.0
163757,775655,7,118.0
163788,775655,8,118.0
163988,874340,2,77.0
164110,874340,6,77.0
164141,874340,7,98.0
164172,874340,8,77.0
164202,874340,9,77.0
164233,874340,10,77.0
164263,874340,11,77.0
164269,874340,12,77.0
164340,775655,9,118.0
164371,775655,10,118.0
164401,775655,11,118.0
164407,775655,12,118.0
164462,776288,1,103.0
164491,776288,2,103.0
164677,793845,6,80.0
165039,874688,4,345.0
165131,874688,7,395.0
165162,874688,8,345.0
165330,874688,9,345.0
165361,874688,10,395.0
165391,874688,11,345.0
165397,874688,12,345.0
165447,794322,1,185.0
165616,794322,2,185.0
165678,877702,1,160.0
165707,877702,2,160.0
165774,877702,3,160.0
165819,794322,3,150.0
165856,794322,4,185.0
165887,794322,5,245.0
165925,877702,5,160.0
165955,877702,6,160.0
165986,877702,7,160.0
166017,877702,8,160.0
166054,877702,9,160.0
166085,877702,10,160.0
166115,877702,11,160.0
166121,877702,12,160.0
166280,794322,6,185.0
166311,794322,7,245.0
166342,794322,8,185.0
166557,794927,1,75.0
166717,794927,4,75.0
167254,879986,2,89.0
167285,879986,3,89.0
167407,879986,7,89.0
167445,879986,8,89.0
167475,879986,9,89.0
167506,879986,10,89.0
167536,879986,11,89.0
167571,879986,12,89.0
167653,796683,2,275.0
167767,1010056,2,260.0
167798,1010056,3,250.0
167894,881558,2,120.0
167925,881558,3,120.0
167955,881558,4,120.0
167986,881558,5,120.0
168016,881558,6,120.0
168047,881558,7,120.0
168078,881558,8,120.0
168108,881558,9,120.0
168139,881558,10,120.0
168169,881558,11,120.0
168175,881558,12,120.0
168186,1010056,4,260.0
168217,1010056,5,1000.0
168247,1010056,6,270.0
168278,1010056,7,270.0
168415,1010056,8,270.0
168445,1010056,9,270.0
168476,1010056,10,270.0
168602,1010056,11,210.0
168608,1010056,12,210.0
168685,884070,1,130.0
168762,884070,2,130.0
168793,884070,3,130.0
168954,884070,4,130.0
168985,884070,5,130.0
169015,884070,6,130.0
169046,884070,7,130.0
169077,884070,8,130.0
169109,1010305,3,119.0
169360,1010305,8,119.0
169390,1010305,9,119.0
169434,884070,9,130.0
169465,884070,10,130.0
169495,884070,11,130.0
169501,884070,12,130.0
169693,884164,1,139.0
169751,1010305,10,119.0
169781,1010305,11,119.0
169787,1010305,12,119.0
170291,884164,4,110.0
170322,884164,5,110.0
170619,884164,6,110.0
170650,884164,7,139.0
170681,884164,8,110.0
170711,884164,9,110.0
170836,1016999,1,59.0
170865,1016999,2,59.0
170882,884164,10,139.0
170912,884164,11,110.0
170918,884164,12,110.0
170980,800095,1,220.0
171009,800095,2,220.0
171040,800095,3,180.0
171074,1016999,3,59.0
171104,1016999,4,59.0
171135,1016999,5,59.0
171165,1016999,6,59.0
171196,1016999,7,59.0
171227,1016999,8,59.0
171257,1016999,9,59.0
171288,1016999,10,59.0
171318,1016999,11,59.0
171324,1016999,12,59.0
171413,884329,2,125.0
171440,800095,4,180.0
171471,800095,5,180.0
171532,800095,7,220.0
171744,884329,6,135.0
171773,800095,8,180.0
171913,884329,7,135.0
171974,884329,9,125.0
172017,800095,9,180.0
172048,800095,10,220.0
172140,884329,10,125.0
172170,884329,11,125.0
172176,884329,12,125.0
172186,800095,11,180.0
172192,800095,12,180.0
172581,1018639,6,125.0
172655,800723,4,150.0
172749,1018639,7,165.0
172780,1018639,8,125.0
172810,1018639,9,125.0
172841,1018639,10,165.0
172871,1018639,11,125.0
172877,1018639,12,125.0
173069,886192,4,107.0
173100,886192,5,115.0
173130,886192,6,103.0
173142,800723,7,150.0
173160,1018703,1,125.0
173189,1018703,2,125.0
173220,1018703,3,130.0
173250,1018703,4,130.0
173281,1018703,5,130.0
173311,1018703,6,130.0
173403,1018703,9,130.0
173493,886192,7,107.0
173524,886192,8,96.0
173554,886192,9,96.0
173731,800723,10,150.0
173968,801544,2,150.0
173998,886606,1,145.0
174027,886606,2,145.0
174058,886606,3,145.0
174393,886606,4,145.0
174424,886606,5,145.0
174482,886606,6,145.0
174513,886606,7,145.0
174544,886606,8,145.0
174574,886606,9,145.0
174605,886606,10,145.0
174635,886606,11,145.0
174641,886606,12,145.0
174739,1020573,1,140.0
174768,1020573,2,140.0
175045,1020573,3,140.0
175075,1020573,4,140.0
175106,1020573,5,140.0
175136,1020573,6,140.0
175210,1020573,7,140.0
175241,1020573,8,140.0
175271,1020573,9,140.0
175302,1020573,10,140.0
175332,1020573,11,140.0
175338,1020573,12,140.0
175352,802052,1,130.0
175549,802052,3,140.0
175579,802052,4,140.0
175892,1021144,7,135.0
175923,1021144,8,135.0
175957,802052,5,280.0
175987,802052,6,140.0
176018,802052,7,140.0
176091,1021144,10,135.0
176121,1021144,11,135.0
176127,1021144,12,135.0
176137,802052,8,140.0
176167,802052,9,140.0
176198,802052,10,140.0
176335,802052,11,125.0
176341,802052,12,125.0
176399,890355,1,175.0
176428,890355,2,175.0
176844,805368,1,127.0
176873,805368,2,134.0
176965,805368,5,135.0
176995,805368,6,130.0
177026,805368,7,135.0
177057,805368,8,135.0
177087,805368,9,130.0
177118,805368,10,130.0
177193,805368,11,130.0
177199,805368,12,130.0
177900,892937,4,239.0
177931,892937,5,239.0
177961,892937,6,239.0
177992,892937,7,239.0
178023,892937,8,239.0
178053,892937,9,239.0
178084,892937,10,239.0
178114,892937,11,239.0
178120,892937,12,239.0
178222,1021761,1,109.0
178324,893203,1,85.0
178347,809026,1,149.0
178376,809026,2,149.0
178407,809026,3,129.0
178454,809026,4,267.0
178485,809026,5,264.0
179443,810730,3,349.0
179473,810730,4,349.0
179504,810730,5,349.0
180109,810730,6,349.0
180140,810730,7,349.0
180171,810730,8,349.0
180201,810730,9,349.0
180369,810730,10,349.0
180399,810730,11,349.0
180405,810730,12,349.0
180567,1023928,9,200.0
180598,1023928,10,200.0
180628,1023928,11,200.0
180634,1023928,12,200.0
181344,1025482,3,104.0
181435,1025482,6,124.0
181720,901789,2,149.0
181871,1025482,7,135.0
181932,1025482,9,114.0
181963,1025482,10,124.0
181993,1025482,11,104.0
181999,1025482,12,104.0
182054,1031419,1,145.0
182083,1031419,2,145.0
182114,1031419,3,145.0
182147,1031419,4,145.0
182178,1031419,5,145.0
182425,901789,12,150.0
182554,814991,1,250.0
182717,906446,1,59.0
182746,906446,2,59.0
182847,906446,3,59.0
183032,906446,4,59.0
183063,906446,5,59.0
183510,906446,6,59.0
183541,906446,7,59.0
183572,906446,8,59.0
183602,906446,9,59.0
183633,906446,10,59.0
183663,906446,11,59.0
183669,906446,12,59.0
184097,907742,1,115.0
185494,1036888,6,135.0
185668,1036888,7,145.0
185699,1036888,8,135.0
185729,1036888,9,135.0
185760,1036888,10,145.0
185790,1036888,11,135.0
185796,1036888,12,135.0
185849,817058,4,420.0
187330,818079,2,137.0
187394,818079,3,137.0
187472,1037832,1,110.0
187501,1037832,2,110.0
187532,1037832,3,110.0
187631,916096,3,210.0
187690,818079,5,147.0
187720,818079,6,147.0
187796,916096,6,210.0
187827,916096,7,240.0
187858,916096,8,210.0
187949,916096,11,210.0
187986,818079,7,147.0
188017,818079,8,147.0
188034,1037832,4,110.0
188065,1037832,5,110.0
188095,1037832,6,110.0
188126,1037832,7,110.0
188145,818079,9,147.0
188199,1037832,8,110.0
188229,1037832,9,110.0
188260,1037832,10,110.0
188290,1037832,11,110.0
188296,1037832,12,110.0
188351,1038120,1,925.0
188380,1038120,2,925.0
188445,916850,1,220.0
188474,916850,2,220.0
188535,916850,4,255.0
188566,916850,5,255.0
188596,916850,6,255.0
188627,916850,7,220.0
188658,916850,8,255.0
188688,916850,9,255.0
188719,916850,10,220.0
188749,916850,11,255.0
188755,916850,12,255.0
188855,818079,10,130.0
188885,818079,11,125.0
188891,818079,12,125.0
188913,1038120,3,925.0
188943,1038120,4,925.0
188974,1038120,5,925.0
189004,1038120,6,925.0
189038,1038120,7,925.0
189069,1038120,8,925.0
189099,1038120,9,925.0
189130,1038120,10,925.0
189160,1038120,11,925.0
189166,1038120,12,925.0
189552,818085,3,150.0
189768,818085,6,150.0
189948,818085,8,150.0
189978,818085,9,160.0
190009,818085,10,160.0
190072,818085,11,137.0
190078,818085,12,138.0
190268,1040669,10,190.0
190298,1040669,11,172.0
190304,1040669,12,172.0
190638,920560,1,160.0
190667,920560,2,160.0
190748,1041013,1,289.0
190753,818881,1,135.0
190782,818881,2,135.0
190813,818881,3,135.0
190864,1041013,2,287.0
190986,1041013,6,280.0
191062,920560,3,160.0
191092,920560,4,160.0
191153,920560,6,160.0
191184,920560,7,160.0
191215,920560,8,160.0
191245,920560,9,160.0
191276,920560,10,160.0
191306,920560,11,160.0
191312,920560,12,160.0
191381,1041013,9,280.0
191412,1041013,10,280.0
191442,1041013,11,280.0
191448,1041013,12,280.0
191483,818881,5,135.0
191513,818881,6,135.0
191544,818881,7,135.0
191575,818881,8,135.0
191636,818881,10,135.0
191666,818881,11,135.0
191672,818881,12,135.0
191789,920865,3,175.0
191883,920865,6,175.0
191914,920865,7,200.0
191945,920865,8,175.0
192900,922282,8,295.0
192961,922282,10,295.0
192991,922282,11,295.0
192997,922282,12,295.0
193780,822614,1,187.0
193809,822614,2,199.0
193840,822614,3,226.0
193870,822614,4,268.0
193904,822614,5,302.0
193967,923247,1,200.0
194092,822614,6,310.0
194155,923247,2,200.0
194186,923247,3,200.0
194265,923247,4,200.0
194296,923247,5,200.0
194330,923247,6,200.0
194361,923247,7,200.0
194392,923247,8,200.0
194422,923247,9,200.0
194453,923247,10,200.0
194483,923247,11,200.0
194489,923247,12,200.0
194967,1043348,4,140.0
194998,1043348,5,140.0
195028,1043348,6,140.0
195059,1043348,7,140.0
195090,1043348,8,140.0
195147,1043348,9,140.0
195178,1043348,10,140.0
195208,1043348,11,140.0
195214,1043348,12,140.0
195914,1043553,2,200.0
195945,1043553,3,200.0
196104,1043553,8,200.0
196134,1043553,9,200.0
196409,1043553,10,202.0
196439,1043553,11,202.0
196445,1043553,12,204.0
196549,1043622,2,120.0
196628,931270,3,149.0
196658,931270,4,139.0
196719,931270,6,139.0
196766,1043622,3,120.0
196857,1043622,6,120.0
196919,1043622,8,120.0
196949,1043622,9,120.0
196980,1043622,10,120.0
197010,1043622,11,120.0
197016,1043622,12,120.0
197050,823948,2,85.0
197244,931270,7,149.0
197275,931270,8,149.0
197305,931270,9,139.0
197336,931270,10,139.0
197366,931270,11,129.0
197372,931270,12,129.0
197448,823948,3,85.0
197478,823948,4,85.0
197509,823948,5,85.0
197647,931977,5,395.0
198222,931977,6,395.0
198253,931977,7,400.0
198284,931977,8,395.0
198314,931977,9,395.0
198345,931977,10,400.0
198375,931977,11,395.0
198381,931977,12,395.0
198400,823948,6,85.0
198480,823948,7,85.0
198511,823948,8,85.0
198541,823948,9,85.0
198572,823948,10,85.0
198602,823948,11,85.0
198608,823948,12,85.0
198670,1044448,1,495.0
198699,1044448,2,495.0
198835,932227,5,129.0
198968,932227,6,129.0
198999,932227,7,129.0
199030,932227,8,129.0
199060,932227,9,129.0
199091,932227,10,129.0
199121,932227,11,129.0
199127,932227,12,129.0
199194,1044448,3,495.0
199224,1044448,4,495.0
199255,1044448,5,495.0
199285,1044448,6,495.0
199350,1044448,7,495.0
199381,1044448,8,495.0
199411,1044448,9,495.0
199442,1044448,10,495.0
199472,1044448,11,495.0
199478,1044448,12,495.0
